,bpd,committee_size,extension,latency,minerblocksize
55535,70.0,128.0,syncorazor,5.0,20.0
55536,84.0,128.0,syncorazor,5.0,20.0
55537,112.0,128.0,syncorazor,5.0,20.0
55538,121.0,128.0,syncorazor,5.0,20.0
55539,56.0,128.0,syncorazor,5.0,20.0
55540,123.0,128.0,syncorazor,5.0,20.0
55541,122.0,128.0,syncorazor,5.0,20.0
55542,121.0,128.0,syncorazor,5.0,20.0
55543,13.0,128.0,syncorazor,5.0,20.0
55544,111.0,128.0,syncorazor,5.0,20.0
55545,123.0,128.0,syncorazor,5.0,20.0
55546,55.0,128.0,syncorazor,5.0,20.0
55547,108.0,128.0,syncorazor,5.0,20.0
55548,16.0,128.0,syncorazor,5.0,20.0
55549,57.0,128.0,syncorazor,5.0,20.0
55550,109.0,128.0,syncorazor,5.0,20.0
55551,18.0,128.0,syncorazor,5.0,20.0
55552,120.0,128.0,syncorazor,5.0,20.0
55553,67.0,128.0,syncorazor,5.0,20.0
55554,109.0,128.0,syncorazor,5.0,20.0
55555,107.0,128.0,syncorazor,5.0,20.0
55556,23.0,128.0,syncorazor,5.0,20.0
55557,70.0,128.0,syncorazor,5.0,20.0
55558,88.0,128.0,syncorazor,5.0,20.0
55559,118.0,128.0,syncorazor,5.0,20.0
55560,55.0,128.0,syncorazor,5.0,20.0
55561,17.0,128.0,syncorazor,5.0,20.0
55562,57.0,128.0,syncorazor,5.0,20.0
55563,57.0,128.0,syncorazor,5.0,20.0
55564,53.0,128.0,syncorazor,5.0,20.0
55565,83.0,128.0,syncorazor,5.0,20.0
55566,81.0,128.0,syncorazor,5.0,20.0
55567,55.0,128.0,syncorazor,5.0,20.0
55568,79.0,128.0,syncorazor,5.0,20.0
55569,119.0,128.0,syncorazor,5.0,20.0
55570,88.0,128.0,syncorazor,5.0,20.0
55571,122.0,128.0,syncorazor,5.0,20.0
55572,83.0,128.0,syncorazor,5.0,20.0
55573,132.0,128.0,syncorazor,5.0,20.0
55574,19.0,128.0,syncorazor,5.0,20.0
55575,86.0,128.0,syncorazor,5.0,20.0
55576,83.0,128.0,syncorazor,5.0,20.0
55577,121.0,128.0,syncorazor,5.0,20.0
55578,134.0,128.0,syncorazor,5.0,20.0
55579,83.0,128.0,syncorazor,5.0,20.0
55580,49.0,128.0,syncorazor,5.0,20.0
55581,67.0,128.0,syncorazor,5.0,20.0
55582,118.0,128.0,syncorazor,5.0,20.0
55583,20.0,128.0,syncorazor,5.0,20.0
55584,67.0,128.0,syncorazor,5.0,20.0
55585,5.0,128.0,syncorazor,5.0,20.0
55586,84.0,128.0,syncorazor,5.0,20.0
55587,122.0,128.0,syncorazor,5.0,20.0
55588,54.0,128.0,syncorazor,5.0,20.0
55589,21.0,128.0,syncorazor,5.0,20.0
55590,133.0,128.0,syncorazor,5.0,20.0
55591,87.0,128.0,syncorazor,5.0,20.0
55592,132.0,128.0,syncorazor,5.0,20.0
55593,81.0,128.0,syncorazor,5.0,20.0
55594,20.0,128.0,syncorazor,5.0,20.0
55595,11.0,128.0,syncorazor,5.0,20.0
55596,54.0,128.0,syncorazor,5.0,20.0
55597,81.0,128.0,syncorazor,5.0,20.0
55598,66.0,128.0,syncorazor,5.0,20.0
55599,118.0,128.0,syncorazor,5.0,20.0
55600,66.0,128.0,syncorazor,5.0,20.0
55601,67.0,128.0,syncorazor,5.0,20.0
55602,52.0,128.0,syncorazor,5.0,20.0
55603,80.0,128.0,syncorazor,5.0,20.0
55604,21.0,128.0,syncorazor,5.0,20.0
55605,84.0,128.0,syncorazor,5.0,20.0
55606,49.0,128.0,syncorazor,5.0,20.0
55607,119.0,128.0,syncorazor,5.0,20.0
55608,84.0,128.0,syncorazor,5.0,20.0
55609,57.0,128.0,syncorazor,5.0,20.0
55610,87.0,128.0,syncorazor,5.0,20.0
55611,52.0,128.0,syncorazor,5.0,20.0
55612,18.0,128.0,syncorazor,5.0,20.0
55613,21.0,128.0,syncorazor,5.0,20.0
55614,79.0,128.0,syncorazor,5.0,20.0
55615,49.0,128.0,syncorazor,5.0,20.0
55616,19.0,128.0,syncorazor,5.0,20.0
55617,131.0,128.0,syncorazor,5.0,20.0
55618,7.0,128.0,syncorazor,5.0,20.0
55619,53.0,128.0,syncorazor,5.0,20.0
55620,13.0,128.0,syncorazor,5.0,20.0
55621,9.0,128.0,syncorazor,5.0,20.0
55622,79.0,128.0,syncorazor,5.0,20.0
55623,88.0,128.0,syncorazor,5.0,20.0
55624,119.0,128.0,syncorazor,5.0,20.0
55625,18.0,128.0,syncorazor,5.0,20.0
55626,134.0,128.0,syncorazor,5.0,20.0
55627,12.0,128.0,syncorazor,5.0,20.0
55628,121.0,128.0,syncorazor,5.0,20.0
55629,21.0,128.0,syncorazor,5.0,20.0
55630,108.0,128.0,syncorazor,5.0,20.0
55631,49.0,128.0,syncorazor,5.0,20.0
55632,16.0,128.0,syncorazor,5.0,20.0
55633,57.0,128.0,syncorazor,5.0,20.0
55634,133.0,128.0,syncorazor,5.0,20.0
55635,81.0,128.0,syncorazor,5.0,20.0
55636,52.0,128.0,syncorazor,5.0,20.0
55637,67.0,128.0,syncorazor,5.0,20.0
55638,15.0,128.0,syncorazor,5.0,20.0
55639,53.0,128.0,syncorazor,5.0,20.0
55640,9.0,128.0,syncorazor,5.0,20.0
55641,88.0,128.0,syncorazor,5.0,20.0
55642,110.0,128.0,syncorazor,5.0,20.0
55643,110.0,128.0,syncorazor,5.0,20.0
55644,57.0,128.0,syncorazor,5.0,20.0
55645,79.0,128.0,syncorazor,5.0,20.0
55646,80.0,128.0,syncorazor,5.0,20.0
55647,83.0,128.0,syncorazor,5.0,20.0
55648,127.0,128.0,syncorazor,5.0,20.0
55649,79.0,128.0,syncorazor,5.0,20.0
55650,120.0,128.0,syncorazor,5.0,20.0
55651,58.0,128.0,syncorazor,5.0,20.0
55652,59.0,128.0,syncorazor,5.0,20.0
55653,119.0,128.0,syncorazor,5.0,20.0
55654,85.0,128.0,syncorazor,5.0,20.0
55655,7.0,128.0,syncorazor,5.0,20.0
55656,7.0,128.0,syncorazor,5.0,20.0
55657,53.0,128.0,syncorazor,5.0,20.0
55658,131.0,128.0,syncorazor,5.0,20.0
55659,53.0,128.0,syncorazor,5.0,20.0
55660,51.0,128.0,syncorazor,5.0,20.0
55661,53.0,128.0,syncorazor,5.0,20.0
55662,67.0,128.0,syncorazor,5.0,20.0
55663,84.0,128.0,syncorazor,5.0,20.0
55664,109.0,128.0,syncorazor,5.0,20.0
55665,116.0,128.0,syncorazor,5.0,20.0
55666,53.0,128.0,syncorazor,5.0,20.0
55667,122.0,128.0,syncorazor,5.0,20.0
55668,119.0,128.0,syncorazor,5.0,20.0
55669,120.0,128.0,syncorazor,5.0,20.0
55670,12.0,128.0,syncorazor,5.0,20.0
55671,109.0,128.0,syncorazor,5.0,20.0
55672,123.0,128.0,syncorazor,5.0,20.0
55673,48.0,128.0,syncorazor,5.0,20.0
55674,109.0,128.0,syncorazor,5.0,20.0
55675,17.0,128.0,syncorazor,5.0,20.0
55676,57.0,128.0,syncorazor,5.0,20.0
55677,108.0,128.0,syncorazor,5.0,20.0
55678,13.0,128.0,syncorazor,5.0,20.0
55679,119.0,128.0,syncorazor,5.0,20.0
55680,70.0,128.0,syncorazor,5.0,20.0
55681,109.0,128.0,syncorazor,5.0,20.0
55682,107.0,128.0,syncorazor,5.0,20.0
55683,20.0,128.0,syncorazor,5.0,20.0
55684,65.0,128.0,syncorazor,5.0,20.0
55685,88.0,128.0,syncorazor,5.0,20.0
55686,120.0,128.0,syncorazor,5.0,20.0
55687,58.0,128.0,syncorazor,5.0,20.0
55688,15.0,128.0,syncorazor,5.0,20.0
55689,58.0,128.0,syncorazor,5.0,20.0
55690,56.0,128.0,syncorazor,5.0,20.0
55691,52.0,128.0,syncorazor,5.0,20.0
55692,84.0,128.0,syncorazor,5.0,20.0
55693,79.0,128.0,syncorazor,5.0,20.0
55694,54.0,128.0,syncorazor,5.0,20.0
55695,82.0,128.0,syncorazor,5.0,20.0
55696,120.0,128.0,syncorazor,5.0,20.0
55697,86.0,128.0,syncorazor,5.0,20.0
55698,120.0,128.0,syncorazor,5.0,20.0
55699,83.0,128.0,syncorazor,5.0,20.0
55700,130.0,128.0,syncorazor,5.0,20.0
55701,17.0,128.0,syncorazor,5.0,20.0
55702,88.0,128.0,syncorazor,5.0,20.0
55703,82.0,128.0,syncorazor,5.0,20.0
55704,123.0,128.0,syncorazor,5.0,20.0
55705,129.0,128.0,syncorazor,5.0,20.0
55706,75.0,128.0,syncorazor,5.0,20.0
55707,49.0,128.0,syncorazor,5.0,20.0
55708,65.0,128.0,syncorazor,5.0,20.0
55709,116.0,128.0,syncorazor,5.0,20.0
55710,20.0,128.0,syncorazor,5.0,20.0
55711,67.0,128.0,syncorazor,5.0,20.0
55712,7.0,128.0,syncorazor,5.0,20.0
55713,87.0,128.0,syncorazor,5.0,20.0
55714,118.0,128.0,syncorazor,5.0,20.0
55715,48.0,128.0,syncorazor,5.0,20.0
55716,20.0,128.0,syncorazor,5.0,20.0
55717,128.0,128.0,syncorazor,5.0,20.0
55718,84.0,128.0,syncorazor,5.0,20.0
55719,128.0,128.0,syncorazor,5.0,20.0
55720,82.0,128.0,syncorazor,5.0,20.0
55721,17.0,128.0,syncorazor,5.0,20.0
55722,9.0,128.0,syncorazor,5.0,20.0
55723,51.0,128.0,syncorazor,5.0,20.0
55724,76.0,128.0,syncorazor,5.0,20.0
55725,66.0,128.0,syncorazor,5.0,20.0
55726,117.0,128.0,syncorazor,5.0,20.0
55727,66.0,128.0,syncorazor,5.0,20.0
55728,63.0,128.0,syncorazor,5.0,20.0
55729,51.0,128.0,syncorazor,5.0,20.0
55730,76.0,128.0,syncorazor,5.0,20.0
55731,17.0,128.0,syncorazor,5.0,20.0
55732,82.0,128.0,syncorazor,5.0,20.0
55733,53.0,128.0,syncorazor,5.0,20.0
55734,116.0,128.0,syncorazor,5.0,20.0
55735,83.0,128.0,syncorazor,5.0,20.0
55736,58.0,128.0,syncorazor,5.0,20.0
55737,86.0,128.0,syncorazor,5.0,20.0
55738,53.0,128.0,syncorazor,5.0,20.0
55739,20.0,128.0,syncorazor,5.0,20.0
55740,20.0,128.0,syncorazor,5.0,20.0
55741,80.0,128.0,syncorazor,5.0,20.0
55742,51.0,128.0,syncorazor,5.0,20.0
55743,21.0,128.0,syncorazor,5.0,20.0
55744,131.0,128.0,syncorazor,5.0,20.0
55745,11.0,128.0,syncorazor,5.0,20.0
55746,50.0,128.0,syncorazor,5.0,20.0
55747,16.0,128.0,syncorazor,5.0,20.0
55748,5.0,128.0,syncorazor,5.0,20.0
55749,78.0,128.0,syncorazor,5.0,20.0
55750,88.0,128.0,syncorazor,5.0,20.0
55751,118.0,128.0,syncorazor,5.0,20.0
55752,12.0,128.0,syncorazor,5.0,20.0
55753,128.0,128.0,syncorazor,5.0,20.0
55754,15.0,128.0,syncorazor,5.0,20.0
55755,120.0,128.0,syncorazor,5.0,20.0
55756,17.0,128.0,syncorazor,5.0,20.0
55757,109.0,128.0,syncorazor,5.0,20.0
55758,52.0,128.0,syncorazor,5.0,20.0
55759,14.0,128.0,syncorazor,5.0,20.0
55760,57.0,128.0,syncorazor,5.0,20.0
55761,129.0,128.0,syncorazor,5.0,20.0
55762,83.0,128.0,syncorazor,5.0,20.0
55763,54.0,128.0,syncorazor,5.0,20.0
55764,63.0,128.0,syncorazor,5.0,20.0
55765,13.0,128.0,syncorazor,5.0,20.0
55766,53.0,128.0,syncorazor,5.0,20.0
55767,4.0,128.0,syncorazor,5.0,20.0
55768,85.0,128.0,syncorazor,5.0,20.0
55769,108.0,128.0,syncorazor,5.0,20.0
55770,108.0,128.0,syncorazor,5.0,20.0
55771,57.0,128.0,syncorazor,5.0,20.0
55772,82.0,128.0,syncorazor,5.0,20.0
55773,79.0,128.0,syncorazor,5.0,20.0
55774,80.0,128.0,syncorazor,5.0,20.0
55775,131.0,128.0,syncorazor,5.0,20.0
55776,78.0,128.0,syncorazor,5.0,20.0
55777,117.0,128.0,syncorazor,5.0,20.0
55778,55.0,128.0,syncorazor,5.0,20.0
55779,58.0,128.0,syncorazor,5.0,20.0
55780,118.0,128.0,syncorazor,5.0,20.0
55781,86.0,128.0,syncorazor,5.0,20.0
55782,9.0,128.0,syncorazor,5.0,20.0
55783,7.0,128.0,syncorazor,5.0,20.0
55784,53.0,128.0,syncorazor,5.0,20.0
55785,129.0,128.0,syncorazor,5.0,20.0
55786,50.0,128.0,syncorazor,5.0,20.0
55787,52.0,128.0,syncorazor,5.0,20.0
55788,51.0,128.0,syncorazor,5.0,20.0
55789,67.0,128.0,syncorazor,5.0,20.0
55790,83.0,128.0,syncorazor,5.0,20.0
55791,109.0,128.0,syncorazor,5.0,20.0
55792,117.0,128.0,syncorazor,5.0,20.0
55793,51.0,128.0,syncorazor,5.0,20.0
55794,117.0,128.0,syncorazor,5.0,20.0
55795,118.0,128.0,syncorazor,5.0,20.0
55796,119.0,128.0,syncorazor,5.0,20.0
55797,10.0,128.0,syncorazor,5.0,20.0
55798,109.0,128.0,syncorazor,5.0,20.0
55799,120.0,128.0,syncorazor,5.0,20.0
55800,51.0,128.0,syncorazor,5.0,20.0
55801,109.0,128.0,syncorazor,5.0,20.0
55802,15.0,128.0,syncorazor,5.0,20.0
55803,56.0,128.0,syncorazor,5.0,20.0
55804,108.0,128.0,syncorazor,5.0,20.0
55805,16.0,128.0,syncorazor,5.0,20.0
55806,117.0,128.0,syncorazor,5.0,20.0
55807,66.0,128.0,syncorazor,5.0,20.0
55808,112.0,128.0,syncorazor,5.0,20.0
55809,108.0,128.0,syncorazor,5.0,20.0
55810,15.0,128.0,syncorazor,5.0,20.0
55811,66.0,128.0,syncorazor,5.0,20.0
55812,84.0,128.0,syncorazor,5.0,20.0
55813,117.0,128.0,syncorazor,5.0,20.0
55814,57.0,128.0,syncorazor,5.0,20.0
55815,15.0,128.0,syncorazor,5.0,20.0
55816,56.0,128.0,syncorazor,5.0,20.0
55817,57.0,128.0,syncorazor,5.0,20.0
55818,52.0,128.0,syncorazor,5.0,20.0
55819,81.0,128.0,syncorazor,5.0,20.0
55820,79.0,128.0,syncorazor,5.0,20.0
55821,55.0,128.0,syncorazor,5.0,20.0
55822,80.0,128.0,syncorazor,5.0,20.0
55823,119.0,128.0,syncorazor,5.0,20.0
55824,82.0,128.0,syncorazor,5.0,20.0
55825,117.0,128.0,syncorazor,5.0,20.0
55826,81.0,128.0,syncorazor,5.0,20.0
55827,130.0,128.0,syncorazor,5.0,20.0
55828,15.0,128.0,syncorazor,5.0,20.0
55829,84.0,128.0,syncorazor,5.0,20.0
55830,83.0,128.0,syncorazor,5.0,20.0
55831,120.0,128.0,syncorazor,5.0,20.0
55832,129.0,128.0,syncorazor,5.0,20.0
55833,75.0,128.0,syncorazor,5.0,20.0
55834,51.0,128.0,syncorazor,5.0,20.0
55835,63.0,128.0,syncorazor,5.0,20.0
55836,117.0,128.0,syncorazor,5.0,20.0
55837,16.0,128.0,syncorazor,5.0,20.0
55838,63.0,128.0,syncorazor,5.0,20.0
55839,6.0,128.0,syncorazor,5.0,20.0
55840,85.0,128.0,syncorazor,5.0,20.0
55841,118.0,128.0,syncorazor,5.0,20.0
55842,50.0,128.0,syncorazor,5.0,20.0
55843,18.0,128.0,syncorazor,5.0,20.0
55844,127.0,128.0,syncorazor,5.0,20.0
55845,83.0,128.0,syncorazor,5.0,20.0
55846,127.0,128.0,syncorazor,5.0,20.0
55847,82.0,128.0,syncorazor,5.0,20.0
55848,17.0,128.0,syncorazor,5.0,20.0
55849,3.0,128.0,syncorazor,5.0,20.0
55850,52.0,128.0,syncorazor,5.0,20.0
55851,75.0,128.0,syncorazor,5.0,20.0
55852,64.0,128.0,syncorazor,5.0,20.0
55853,120.0,128.0,syncorazor,5.0,20.0
55854,61.0,128.0,syncorazor,5.0,20.0
55855,65.0,128.0,syncorazor,5.0,20.0
55856,51.0,128.0,syncorazor,5.0,20.0
55857,79.0,128.0,syncorazor,5.0,20.0
55858,17.0,128.0,syncorazor,5.0,20.0
55859,79.0,128.0,syncorazor,5.0,20.0
55860,49.0,128.0,syncorazor,5.0,20.0
55861,116.0,128.0,syncorazor,5.0,20.0
55862,80.0,128.0,syncorazor,5.0,20.0
55863,55.0,128.0,syncorazor,5.0,20.0
55864,88.0,128.0,syncorazor,5.0,20.0
55865,49.0,128.0,syncorazor,5.0,20.0
55866,17.0,128.0,syncorazor,5.0,20.0
55867,15.0,128.0,syncorazor,5.0,20.0
55868,76.0,128.0,syncorazor,5.0,20.0
55869,51.0,128.0,syncorazor,5.0,20.0
55870,17.0,128.0,syncorazor,5.0,20.0
55871,128.0,128.0,syncorazor,5.0,20.0
55872,3.0,128.0,syncorazor,5.0,20.0
55873,50.0,128.0,syncorazor,5.0,20.0
55874,16.0,128.0,syncorazor,5.0,20.0
55875,10.0,128.0,syncorazor,5.0,20.0
55876,74.0,128.0,syncorazor,5.0,20.0
55877,87.0,128.0,syncorazor,5.0,20.0
55878,115.0,128.0,syncorazor,5.0,20.0
55879,11.0,128.0,syncorazor,5.0,20.0
55880,126.0,128.0,syncorazor,5.0,20.0
55881,17.0,128.0,syncorazor,5.0,20.0
55882,120.0,128.0,syncorazor,5.0,20.0
55883,16.0,128.0,syncorazor,5.0,20.0
55884,105.0,128.0,syncorazor,5.0,20.0
55885,48.0,128.0,syncorazor,5.0,20.0
55886,10.0,128.0,syncorazor,5.0,20.0
55887,55.0,128.0,syncorazor,5.0,20.0
55888,127.0,128.0,syncorazor,5.0,20.0
55889,80.0,128.0,syncorazor,5.0,20.0
55890,47.0,128.0,syncorazor,5.0,20.0
55891,61.0,128.0,syncorazor,5.0,20.0
55892,16.0,128.0,syncorazor,5.0,20.0
55893,49.0,128.0,syncorazor,5.0,20.0
55894,11.0,128.0,syncorazor,5.0,20.0
55895,79.0,128.0,syncorazor,5.0,20.0
55896,104.0,128.0,syncorazor,5.0,20.0
55897,106.0,128.0,syncorazor,5.0,20.0
55898,53.0,128.0,syncorazor,5.0,20.0
55899,78.0,128.0,syncorazor,5.0,20.0
55900,76.0,128.0,syncorazor,5.0,20.0
55901,81.0,128.0,syncorazor,5.0,20.0
55902,129.0,128.0,syncorazor,5.0,20.0
55903,78.0,128.0,syncorazor,5.0,20.0
55904,118.0,128.0,syncorazor,5.0,20.0
55905,57.0,128.0,syncorazor,5.0,20.0
55906,54.0,128.0,syncorazor,5.0,20.0
55907,116.0,128.0,syncorazor,5.0,20.0
55908,85.0,128.0,syncorazor,5.0,20.0
55909,8.0,128.0,syncorazor,5.0,20.0
55910,4.0,128.0,syncorazor,5.0,20.0
55911,48.0,128.0,syncorazor,5.0,20.0
55912,129.0,128.0,syncorazor,5.0,20.0
55913,49.0,128.0,syncorazor,5.0,20.0
55914,48.0,128.0,syncorazor,5.0,20.0
55915,51.0,128.0,syncorazor,5.0,20.0
55916,59.0,128.0,syncorazor,5.0,20.0
55917,80.0,128.0,syncorazor,5.0,20.0
55918,105.0,128.0,syncorazor,5.0,20.0
55919,121.0,128.0,syncorazor,5.0,20.0
55920,47.0,128.0,syncorazor,5.0,20.0
55921,116.0,128.0,syncorazor,5.0,20.0
55922,114.0,128.0,syncorazor,5.0,20.0
55923,122.0,128.0,syncorazor,5.0,20.0
55924,8.0,128.0,syncorazor,5.0,20.0
55925,106.0,128.0,syncorazor,5.0,20.0
55926,118.0,128.0,syncorazor,5.0,20.0
55927,49.0,128.0,syncorazor,5.0,20.0
55928,105.0,128.0,syncorazor,5.0,20.0
55929,14.0,128.0,syncorazor,5.0,20.0
55930,55.0,128.0,syncorazor,5.0,20.0
55931,105.0,128.0,syncorazor,5.0,20.0
55932,10.0,128.0,syncorazor,5.0,20.0
55933,118.0,128.0,syncorazor,5.0,20.0
55934,62.0,128.0,syncorazor,5.0,20.0
55935,105.0,128.0,syncorazor,5.0,20.0
55936,104.0,128.0,syncorazor,5.0,20.0
55937,15.0,128.0,syncorazor,5.0,20.0
55938,64.0,128.0,syncorazor,5.0,20.0
55939,89.0,128.0,syncorazor,5.0,20.0
55940,117.0,128.0,syncorazor,5.0,20.0
55941,51.0,128.0,syncorazor,5.0,20.0
55942,18.0,128.0,syncorazor,5.0,20.0
55943,55.0,128.0,syncorazor,5.0,20.0
55944,55.0,128.0,syncorazor,5.0,20.0
55945,50.0,128.0,syncorazor,5.0,20.0
55946,80.0,128.0,syncorazor,5.0,20.0
55947,76.0,128.0,syncorazor,5.0,20.0
55948,52.0,128.0,syncorazor,5.0,20.0
55949,75.0,128.0,syncorazor,5.0,20.0
55950,118.0,128.0,syncorazor,5.0,20.0
55951,81.0,128.0,syncorazor,5.0,20.0
55952,117.0,128.0,syncorazor,5.0,20.0
55953,82.0,128.0,syncorazor,5.0,20.0
55954,129.0,128.0,syncorazor,5.0,20.0
55955,16.0,128.0,syncorazor,5.0,20.0
55956,82.0,128.0,syncorazor,5.0,20.0
55957,78.0,128.0,syncorazor,5.0,20.0
55958,118.0,128.0,syncorazor,5.0,20.0
55959,130.0,128.0,syncorazor,5.0,20.0
55960,74.0,128.0,syncorazor,5.0,20.0
55961,52.0,128.0,syncorazor,5.0,20.0
55962,69.0,128.0,syncorazor,5.0,20.0
55963,117.0,128.0,syncorazor,5.0,20.0
55964,20.0,128.0,syncorazor,5.0,20.0
55965,69.0,128.0,syncorazor,5.0,20.0
55966,6.0,128.0,syncorazor,5.0,20.0
55967,82.0,128.0,syncorazor,5.0,20.0
55968,119.0,128.0,syncorazor,5.0,20.0
55969,53.0,128.0,syncorazor,5.0,20.0
55970,19.0,128.0,syncorazor,5.0,20.0
55971,129.0,128.0,syncorazor,5.0,20.0
55972,83.0,128.0,syncorazor,5.0,20.0
55973,131.0,128.0,syncorazor,5.0,20.0
55974,84.0,128.0,syncorazor,5.0,20.0
55975,20.0,128.0,syncorazor,5.0,20.0
55976,9.0,128.0,syncorazor,5.0,20.0
55977,52.0,128.0,syncorazor,5.0,20.0
55978,81.0,128.0,syncorazor,5.0,20.0
55979,65.0,128.0,syncorazor,5.0,20.0
55980,120.0,128.0,syncorazor,5.0,20.0
55981,67.0,128.0,syncorazor,5.0,20.0
55982,67.0,128.0,syncorazor,5.0,20.0
55983,56.0,128.0,syncorazor,5.0,20.0
55984,76.0,128.0,syncorazor,5.0,20.0
55985,21.0,128.0,syncorazor,5.0,20.0
55986,82.0,128.0,syncorazor,5.0,20.0
55987,51.0,128.0,syncorazor,5.0,20.0
55988,113.0,128.0,syncorazor,5.0,20.0
55989,82.0,128.0,syncorazor,5.0,20.0
55990,58.0,128.0,syncorazor,5.0,20.0
55991,86.0,128.0,syncorazor,5.0,20.0
55992,49.0,128.0,syncorazor,5.0,20.0
55993,20.0,128.0,syncorazor,5.0,20.0
55994,21.0,128.0,syncorazor,5.0,20.0
55995,79.0,128.0,syncorazor,5.0,20.0
55996,50.0,128.0,syncorazor,5.0,20.0
55997,20.0,128.0,syncorazor,5.0,20.0
55998,131.0,128.0,syncorazor,5.0,20.0
55999,8.0,128.0,syncorazor,5.0,20.0
56000,52.0,128.0,syncorazor,5.0,20.0
56001,16.0,128.0,syncorazor,5.0,20.0
56002,10.0,128.0,syncorazor,5.0,20.0
56003,79.0,128.0,syncorazor,5.0,20.0
56004,87.0,128.0,syncorazor,5.0,20.0
56005,120.0,128.0,syncorazor,5.0,20.0
56006,16.0,128.0,syncorazor,5.0,20.0
56007,132.0,128.0,syncorazor,5.0,20.0
56008,15.0,128.0,syncorazor,5.0,20.0
56009,119.0,128.0,syncorazor,5.0,20.0
56010,21.0,128.0,syncorazor,5.0,20.0
56011,107.0,128.0,syncorazor,5.0,20.0
56012,51.0,128.0,syncorazor,5.0,20.0
56013,14.0,128.0,syncorazor,5.0,20.0
56014,58.0,128.0,syncorazor,5.0,20.0
56015,131.0,128.0,syncorazor,5.0,20.0
56016,83.0,128.0,syncorazor,5.0,20.0
56017,52.0,128.0,syncorazor,5.0,20.0
56018,67.0,128.0,syncorazor,5.0,20.0
56019,12.0,128.0,syncorazor,5.0,20.0
56020,53.0,128.0,syncorazor,5.0,20.0
56021,4.0,128.0,syncorazor,5.0,20.0
56022,85.0,128.0,syncorazor,5.0,20.0
56023,108.0,128.0,syncorazor,5.0,20.0
56024,110.0,128.0,syncorazor,5.0,20.0
56025,57.0,128.0,syncorazor,5.0,20.0
56026,82.0,128.0,syncorazor,5.0,20.0
56027,78.0,128.0,syncorazor,5.0,20.0
56028,83.0,128.0,syncorazor,5.0,20.0
56029,130.0,128.0,syncorazor,5.0,20.0
56030,76.0,128.0,syncorazor,5.0,20.0
56031,121.0,128.0,syncorazor,5.0,20.0
56032,55.0,128.0,syncorazor,5.0,20.0
56033,56.0,128.0,syncorazor,5.0,20.0
56034,117.0,128.0,syncorazor,5.0,20.0
56035,83.0,128.0,syncorazor,5.0,20.0
56036,9.0,128.0,syncorazor,5.0,20.0
56037,7.0,128.0,syncorazor,5.0,20.0
56038,53.0,128.0,syncorazor,5.0,20.0
56039,131.0,128.0,syncorazor,5.0,20.0
56040,53.0,128.0,syncorazor,5.0,20.0
56041,55.0,128.0,syncorazor,5.0,20.0
56042,51.0,128.0,syncorazor,5.0,20.0
56043,67.0,128.0,syncorazor,5.0,20.0
56044,83.0,128.0,syncorazor,5.0,20.0
56045,109.0,128.0,syncorazor,5.0,20.0
56046,116.0,128.0,syncorazor,5.0,20.0
56047,53.0,128.0,syncorazor,5.0,20.0
56048,117.0,128.0,syncorazor,5.0,20.0
56049,120.0,128.0,syncorazor,5.0,20.0
56050,118.0,128.0,syncorazor,5.0,20.0
56051,6.0,128.0,syncorazor,5.0,20.0
56052,107.0,128.0,syncorazor,5.0,20.0
56053,119.0,128.0,syncorazor,5.0,20.0
56054,51.0,128.0,syncorazor,5.0,20.0
56055,107.0,128.0,syncorazor,5.0,20.0
56056,14.0,128.0,syncorazor,5.0,20.0
56057,55.0,128.0,syncorazor,5.0,20.0
56058,108.0,128.0,syncorazor,5.0,20.0
56059,15.0,128.0,syncorazor,5.0,20.0
56060,119.0,128.0,syncorazor,5.0,20.0
56061,67.0,128.0,syncorazor,5.0,20.0
56062,109.0,128.0,syncorazor,5.0,20.0
56063,111.0,128.0,syncorazor,5.0,20.0
56064,20.0,128.0,syncorazor,5.0,20.0
56065,66.0,128.0,syncorazor,5.0,20.0
56066,88.0,128.0,syncorazor,5.0,20.0
56067,119.0,128.0,syncorazor,5.0,20.0
56068,56.0,128.0,syncorazor,5.0,20.0
56069,16.0,128.0,syncorazor,5.0,20.0
56070,57.0,128.0,syncorazor,5.0,20.0
56071,57.0,128.0,syncorazor,5.0,20.0
56072,52.0,128.0,syncorazor,5.0,20.0
56073,82.0,128.0,syncorazor,5.0,20.0
56074,79.0,128.0,syncorazor,5.0,20.0
56075,49.0,128.0,syncorazor,5.0,20.0
56076,79.0,128.0,syncorazor,5.0,20.0
56077,119.0,128.0,syncorazor,5.0,20.0
56078,85.0,128.0,syncorazor,5.0,20.0
56079,120.0,128.0,syncorazor,5.0,20.0
56080,83.0,128.0,syncorazor,5.0,20.0
56081,132.0,128.0,syncorazor,5.0,20.0
56082,12.0,128.0,syncorazor,5.0,20.0
56083,85.0,128.0,syncorazor,5.0,20.0
56084,83.0,128.0,syncorazor,5.0,20.0
56085,119.0,128.0,syncorazor,5.0,20.0
56086,131.0,128.0,syncorazor,5.0,20.0
56087,77.0,128.0,syncorazor,5.0,20.0
56088,53.0,128.0,syncorazor,5.0,20.0
56089,69.0,128.0,syncorazor,5.0,20.0
56090,118.0,128.0,syncorazor,5.0,20.0
56091,21.0,128.0,syncorazor,5.0,20.0
56092,67.0,128.0,syncorazor,5.0,20.0
56093,9.0,128.0,syncorazor,5.0,20.0
